Epoch	Train loss	Test loss	Test acc
0	2.1584396270605235	1.5413631552304976	tensor(47.5500)
1	2.036786843874516	1.25075094974958	tensor(59.0600)
2	1.9789866792850006	1.1961564819018047	tensor(61.5400)
3	1.944208623201419	1.2068065259701166	tensor(60.4500)
4	1.9220743659215096	1.0860370985972576	tensor(65.6800)
5	1.8991583607135676	0.9665296291693662	tensor(74.5600)
6	1.8858236621587705	0.9884521709038661	tensor(71.5400)
7	1.8700029412905375	0.8969396834190075	tensor(76.8800)
8	1.8572295011618198	0.909617387331449	tensor(74.9800)
9	1.8508993133520468	0.8650143093023545	tensor(76.7600)
10	1.8437823579861568	0.9006208326572027	tensor(74.6600)
11	1.8337168455123902	0.8469393230401553	tensor(79.2600)
12	1.8234004121560317	0.8002794553072025	tensor(80.5300)
13	1.819145947541946	0.7780189865674728	tensor(80.8100)
14	1.8132462015518775	0.8345920932598603	tensor(78.4400)
15	1.8072871941786546	0.7849962115287781	tensor(79.6200)
16	1.8020641470566774	0.7401123879811703	tensor(81.3600)
17	1.7957667586130974	0.7620191543530195	tensor(82.7400)
18	1.792114496536744	0.7383065063219804	tensor(83.3000)
19	1.787537194826664	0.7762779929699042	tensor(80.)
20	1.7842430866681613	0.8002577523390452	tensor(77.6300)
21	1.7802610226166553	0.7290513087541629	tensor(81.2800)
22	1.7764625390370687	0.7151473882870797	tensor(83.4700)
23	1.7714809518594008	0.7191018622655135	tensor(84.1600)
24	1.7730302263528872	0.6830771168073019	tensor(85.3800)
25	1.7684789116565998	0.7005770282867627	tensor(85.3900)
26	1.7646813566868123	0.7933279459293072	tensor(81.7600)
27	1.7608303883136847	0.8107283245294522	tensor(78.0900)
28	1.7572838829113886	0.7059524265619425	tensor(84.6700)
29	1.7556629370420407	0.7354888694408612	tensor(83.2900)
30	1.7569655754627325	0.7023900472200834	tensor(83.2800)
31	1.754683364660312	0.670536226951159	tensor(85.4300)
32	1.7550335147441962	0.7190251167003925	tensor(85.1000)
33	1.747708071806492	0.6673563275581751	tensor(85.8500)
34	1.747134287846394	0.6420998626794571	tensor(86.1100)
35	1.7500569673684927	0.6779010784931672	tensor(85.8500)
36	1.7487184860767462	0.6785667729683411	tensor(86.0100)
37	1.7412923021194262	0.6781980227201413	tensor(85.0700)
38	1.743143533132015	0.6203903884459765	tensor(87.0200)
39	1.7419337978729834	0.6617190364079598	tensor(87.5500)
40	1.7426949008917196	0.6940236183313223	tensor(85.6000)
41	1.7400205771128336	0.6483984154004317	tensor(86.1100)
42	1.7349386190756773	0.7043258108389683	tensor(83.1100)
43	1.7399191795251308	0.7145037567004179	tensor(82.6700)
44	1.7329568401361124	0.6305160598877149	tensor(87.2700)
45	1.733118985249446	0.6881853487247076	tensor(85.5500)
46	1.7310894238643157	0.6198549392895821	tensor(87.2500)
47	1.7326386341681848	0.6562266563757871	tensor(87.2200)
48	1.7330491301340936	0.644094012486629	tensor(87.8600)
49	1.7293583053808945	0.7082170148690542	tensor(85.0300)
